c	R2		MAE		p1mag	
Metric	Mean	SEM	Mean	SEM	Mean	SEM
Test	0.2388	0.0457	1.4645	0.0384	0.4361	0.0101
CLUSTER_99	0.1172	0.0226	1.5225	0.0151	0.4086	0.0042
CLUSTER_80	0.1077	0.0146	1.5182	0.0127	0.4090	0.0035
CLUSTER_60	0.0847	0.0124	1.5833	0.0086	0.3897	0.0018
CLUSTER_40	0.1020	0.0159	1.5563	0.0092	0.3954	0.0021
